url,cse,score,reason,match_type
aiimsexams-login.ac.in,aiims,0.98,exact_label,lexical
secure-aiimsexams.ac.in,aiims,0.98,exact_label,lexical
aiimsexams-secure.ac.in,aiims,0.98,exact_label,lexical
verify-aiimsexams.ac.in,aiims,0.98,exact_label,lexical
aiimsexams-verify.ac.in,aiims,0.98,exact_label,lexical
portal-aiimsexams.ac.in,aiims,0.98,exact_label,lexical
aiimsexams-portal.ac.in,aiims,0.98,exact_label,lexical
auth-aiimsexams.ac.in,aiims,0.98,exact_label,lexical
aiimsexams-auth.ac.in,aiims,0.98,exact_label,lexical
4irindia.com,airindia,0.85,typo,lexical
a1rindia.com,airindia,0.98,exact_label,lexical
alrindia.com,airindia,0.98,exact_label,lexical
air1ndia.com,airindia,0.98,exact_label,lexical
airlndia.com,airindia,0.98,exact_label,lexical
airind1a.com,airindia,0.98,exact_label,lexical
airindla.com,airindia,0.98,exact_label,lexical
airindi4.com,airindia,0.85,typo,lexical
login-airindia.com,airindia,0.98,exact_label,lexical
airindia-login.com,airindia,0.98,exact_label,lexical
secure-airindia.com,airindia,0.98,exact_label,lexical
airindia-secure.com,airindia,0.98,exact_label,lexical
verify-airindia.com,airindia,0.98,exact_label,lexical
airindia-verify.com,airindia,0.98,exact_label,lexical
portal-airindia.com,airindia,0.98,exact_label,lexical
airindia-portal.com,airindia,0.98,exact_label,lexical
auth-airindia.com,airindia,0.98,exact_label,lexical
airindia-auth.com,airindia,0.98,exact_label,lexical
4irindiaexpress.com,airindia,0.85,typo,lexical
a1rindiaexpress.com,airindia,0.98,exact_label,lexical
alrindiaexpress.com,airindia,0.98,exact_label,lexical
air1ndiaexpress.com,airindia,0.98,exact_label,lexical
airlndiaexpress.com,airindia,0.98,exact_label,lexical
airind1aexpress.com,airindia,0.98,exact_label,lexical
airindlaexpress.com,airindia,0.98,exact_label,lexical
airindi4express.com,airindia,0.85,typo,lexical
airindia3xpress.com,airindia,0.85,typo,lexical
airindiaexpr3ss.com,airindia,0.85,typo,lexical
airindiaexpre5s.com,airindia,0.85,typo,lexical
airindiaexpres5.com,airindia,0.85,typo,lexical
login-airindiaexpress.com,airindia,0.98,exact_label,lexical
airindiaexpress-login.com,airindia,0.98,exact_label,lexical
secure-airindiaexpress.com,airindia,0.98,exact_label,lexical
airindiaexpress-secure.com,airindia,0.98,exact_label,lexical
verify-airindiaexpress.com,airindia,0.98,exact_label,lexical
airindiaexpress-verify.com,airindia,0.98,exact_label,lexical
portal-airindiaexpress.com,airindia,0.98,exact_label,lexical
airindiaexpress-portal.com,airindia,0.98,exact_label,lexical
auth-airindiaexpress.com,airindia,0.98,exact_label,lexical
airindiaexpress-auth.com,airindia,0.98,exact_label,lexical
4irtel.in,airtel,0.85,typo,lexical
a1rtel.in,airtel,0.98,exact_label,lexical
alrtel.in,airtel,0.98,exact_label,lexical
airt3l.in,airtel,0.85,typo,lexical
login-airtel.in,airtel,0.98,exact_label,lexical
airtel-login.in,airtel,0.98,exact_label,lexical
secure-airtel.in,airtel,0.98,exact_label,lexical
airtel-secure.in,airtel,0.98,exact_label,lexical
verify-airtel.in,airtel,0.98,exact_label,lexical
airtel-verify.in,airtel,0.98,exact_label,lexical
portal-airtel.in,airtel,0.98,exact_label,lexical
airtel-portal.in,airtel,0.98,exact_label,lexical
auth-airtel.in,airtel,0.98,exact_label,lexical
airtel-auth.in,airtel,0.98,exact_label,lexical
cr5orgi.gov.in,rgcci,0.85,typo,lexical
crs0rgi.gov.in,rgcci,0.98,exact_label,lexical
crsorg1.gov.in,rgcci,0.98,exact_label,lexical
crsorgl.gov.in,rgcci,0.98,exact_label,lexical
login-crsorgi.gov.in,rgcci,0.98,exact_label,lexical
crsorgi-login.gov.in,rgcci,0.98,exact_label,lexical
secure-crsorgi.gov.in,rgcci,0.98,exact_label,lexical
crsorgi-secure.gov.in,rgcci,0.98,exact_label,lexical
verify-crsorgi.gov.in,rgcci,0.98,exact_label,lexical
crsorgi-verify.gov.in,rgcci,0.98,exact_label,lexical
portal-crsorgi.gov.in,rgcci,0.98,exact_label,lexical
crsorgi-portal.gov.in,rgcci,0.98,exact_label,lexical
auth-crsorgi.gov.in,rgcci,0.98,exact_label,lexical
crsorgi-auth.gov.in,rgcci,0.98,exact_label,lexical
login-census.gov.in,census,0.98,exact_label,lexical
census-login.gov.in,census,0.98,exact_label,lexical
secure-census.gov.in,census,0.98,exact_label,lexical
census-secure.gov.in,census,0.98,exact_label,lexical
verify-census.gov.in,census,0.98,exact_label,lexical
census-verify.gov.in,census,0.98,exact_label,lexical
portal-census.gov.in,census,0.98,exact_label,lexical
census-portal.gov.in,census,0.98,exact_label,lexical
auth-census.gov.in,census,0.98,exact_label,lexical
census-auth.gov.in,census,0.98,exact_label,lexical
4uthwebmail.nic.in,nic,0.98,exact_label,lexical
authw3bmail.nic.in,nic,0.98,exact_label,lexical
authwebm4il.nic.in,nic,0.98,exact_label,lexical
authwebma1l.nic.in,nic,0.98,exact_label,lexical
authwebmall.nic.in,nic,0.98,exact_label,lexical
login-authwebmail.nic.in,nic,0.98,exact_label,lexical
authwebmail-login.nic.in,nic,0.98,exact_label,lexical
secure-authwebmail.nic.in,nic,0.98,exact_label,lexical
authwebmail-secure.nic.in,nic,0.98,exact_label,lexical
verify-authwebmail.nic.in,nic,0.98,exact_label,lexical
authwebmail-verify.nic.in,nic,0.98,exact_label,lexical
portal-authwebmail.nic.in,nic,0.98,exact_label,lexical
authwebmail-portal.nic.in,nic,0.98,exact_label,lexical
auth-authwebmail.nic.in,nic,0.98,exact_label,lexical
authwebmail-auth.nic.in,nic,0.98,exact_label,lexical
ax1smaxlife.com,axis,0.98,exact_label,lexical
axlsmaxlife.com,axis,0.98,exact_label,lexical
axism4xlife.com,axis,0.93,prefix_suffix,lexical
axismaxl1fe.com,axis,0.98,exact_label,lexical
axismaxllfe.com,axis,0.98,exact_label,lexical
axismaxlif3.com,axis,0.93,prefix_suffix,lexical
login-axismaxlife.com,axis,0.98,exact_label,lexical
axismaxlife-login.com,axis,0.98,exact_label,lexical
secure-axismaxlife.com,axis,0.98,exact_label,lexical
axismaxlife-secure.com,axis,0.98,exact_label,lexical
verify-axismaxlife.com,axis,0.98,exact_label,lexical
axismaxlife-verify.com,axis,0.98,exact_label,lexical
portal-axismaxlife.com,axis,0.98,exact_label,lexical
axismaxlife-portal.com,axis,0.98,exact_label,lexical
auth-axismaxlife.com,axis,0.98,exact_label,lexical
axismaxlife-auth.com,axis,0.98,exact_label,lexical
ax1smf.com,axis,0.98,exact_label,lexical
axlsmf.com,axis,0.98,exact_label,lexical
login-axismf.com,axis,0.98,exact_label,lexical
axismf-login.com,axis,0.98,exact_label,lexical
secure-axismf.com,axis,0.98,exact_label,lexical
axismf-secure.com,axis,0.98,exact_label,lexical
verify-axismf.com,axis,0.98,exact_label,lexical
axismf-verify.com,axis,0.98,exact_label,lexical
portal-axismf.com,axis,0.98,exact_label,lexical
axismf-portal.com,axis,0.98,exact_label,lexical
auth-axismf.com,axis,0.98,exact_label,lexical
axismf-auth.com,axis,0.98,exact_label,lexical
bse1ndia.com,bse,0.98,exact_label,lexical
bselndia.com,bse,0.98,exact_label,lexical
bseind1a.com,bse,0.98,exact_label,lexical
bseindla.com,bse,0.98,exact_label,lexical
bseindi4.com,bse,0.93,prefix_suffix,lexical
login-bseindia.com,bse,0.98,exact_label,lexical
bseindia-login.com,bse,0.98,exact_label,lexical
secure-bseindia.com,bse,0.98,exact_label,lexical
bseindia-secure.com,bse,0.98,exact_label,lexical
verify-bseindia.com,bse,0.98,exact_label,lexical
bseindia-verify.com,bse,0.98,exact_label,lexical
portal-bseindia.com,bse,0.98,exact_label,lexical
bseindia-portal.com,bse,0.98,exact_label,lexical
auth-bseindia.com,bse,0.98,exact_label,lexical
bseindia-auth.com,bse,0.98,exact_label,lexical
bse5tarmf.in,bse,0.93,prefix_suffix,lexical
bsest4rmf.in,bse,0.93,prefix_suffix,lexical
login-bsestarmf.in,bse,0.98,exact_label,lexical
bsestarmf-login.in,bse,0.98,exact_label,lexical
secure-bsestarmf.in,bse,0.98,exact_label,lexical
bsestarmf-secure.in,bse,0.98,exact_label,lexical
verify-bsestarmf.in,bse,0.98,exact_label,lexical
bsestarmf-verify.in,bse,0.98,exact_label,lexical
portal-bsestarmf.in,bse,0.98,exact_label,lexical
bsestarmf-portal.in,bse,0.98,exact_label,lexical
auth-bsestarmf.in,bse,0.98,exact_label,lexical
bsestarmf-auth.in,bse,0.98,exact_label,lexical
login-bsnl.co.in,bsnl,0.98,exact_label,lexical
bsnl-login.co.in,bsnl,0.98,exact_label,lexical
secure-bsnl.co.in,bsnl,0.98,exact_label,lexical
bsnl-secure.co.in,bsnl,0.98,exact_label,lexical
verify-bsnl.co.in,bsnl,0.98,exact_label,lexical
bsnl-verify.co.in,bsnl,0.98,exact_label,lexical
portal-bsnl.co.in,bsnl,0.98,exact_label,lexical
bsnl-portal.co.in,bsnl,0.98,exact_label,lexical
auth-bsnl.co.in,bsnl,0.98,exact_label,lexical
bsnl-auth.co.in,bsnl,0.98,exact_label,lexical
cams0nline.com,cams,0.98,exact_label,lexical
camsonl1ne.com,cams,0.98,exact_label,lexical
camsonllne.com,cams,0.98,exact_label,lexical
camsonlin3.com,cams,0.93,prefix_suffix,lexical
login-camsonline.com,cams,0.98,exact_label,lexical
camsonline-login.com,cams,0.98,exact_label,lexical
secure-camsonline.com,cams,0.98,exact_label,lexical
camsonline-secure.com,cams,0.98,exact_label,lexical
verify-camsonline.com,cams,0.98,exact_label,lexical
camsonline-verify.com,cams,0.98,exact_label,lexical
portal-camsonline.com,cams,0.98,exact_label,lexical
camsonline-portal.com,cams,0.98,exact_label,lexical
auth-camsonline.com,cams,0.98,exact_label,lexical
camsonline-auth.com,cams,0.98,exact_label,lexical
canarab4nk.com,canara,0.93,prefix_suffix,lexical
login-canarabank.com,canara,0.98,exact_label,lexical
canarabank-login.com,canara,0.98,exact_label,lexical
secure-canarabank.com,canara,0.98,exact_label,lexical
canarabank-secure.com,canara,0.98,exact_label,lexical
verify-canarabank.com,canara,0.98,exact_label,lexical
canarabank-verify.com,canara,0.98,exact_label,lexical
portal-canarabank.com,canara,0.98,exact_label,lexical
canarabank-portal.com,canara,0.98,exact_label,lexical
auth-canarabank.com,canara,0.98,exact_label,lexical
canarabank-auth.com,canara,0.98,exact_label,lexical
canarah5bclife.com,canara,0.93,prefix_suffix,lexical
canarahsbcl1fe.com,canara,0.98,exact_label,lexical
canarahsbcllfe.com,canara,0.98,exact_label,lexical
canarahsbclif3.com,canara,0.93,prefix_suffix,lexical
login-canarahsbclife.com,canara,0.98,exact_label,lexical
canarahsbclife-login.com,canara,0.98,exact_label,lexical
secure-canarahsbclife.com,canara,0.98,exact_label,lexical
canarahsbclife-secure.com,canara,0.98,exact_label,lexical
verify-canarahsbclife.com,canara,0.98,exact_label,lexical
canarahsbclife-verify.com,canara,0.98,exact_label,lexical
portal-canarahsbclife.com,canara,0.98,exact_label,lexical
canarahsbclife-portal.com,canara,0.98,exact_label,lexical
auth-canarahsbclife.com,canara,0.98,exact_label,lexical
canarahsbclife-auth.com,canara,0.98,exact_label,lexical
canarar0beco.com,canara,0.98,exact_label,lexical
canararob3co.com,canara,0.93,prefix_suffix,lexical
canararobec0.com,canara,0.98,exact_label,lexical
login-canararobeco.com,canara,0.98,exact_label,lexical
canararobeco-login.com,canara,0.98,exact_label,lexical
secure-canararobeco.com,canara,0.98,exact_label,lexical
canararobeco-secure.com,canara,0.98,exact_label,lexical
verify-canararobeco.com,canara,0.98,exact_label,lexical
canararobeco-verify.com,canara,0.98,exact_label,lexical
portal-canararobeco.com,canara,0.98,exact_label,lexical
canararobeco-portal.com,canara,0.98,exact_label,lexical
auth-canararobeco.com,canara,0.98,exact_label,lexical
canararobeco-auth.com,canara,0.98,exact_label,lexical
census1ndia.gov.in,census,0.98,exact_label,lexical
censuslndia.gov.in,census,0.98,exact_label,lexical
censusind1a.gov.in,census,0.98,exact_label,lexical
censusindla.gov.in,census,0.98,exact_label,lexical
censusindi4.gov.in,census,0.93,prefix_suffix,lexical
login-censusindia.gov.in,census,0.98,exact_label,lexical
censusindia-login.gov.in,census,0.98,exact_label,lexical
secure-censusindia.gov.in,census,0.98,exact_label,lexical
censusindia-secure.gov.in,census,0.98,exact_label,lexical
verify-censusindia.gov.in,census,0.98,exact_label,lexical
censusindia-verify.gov.in,census,0.98,exact_label,lexical
portal-censusindia.gov.in,census,0.98,exact_label,lexical
censusindia-portal.gov.in,census,0.98,exact_label,lexical
auth-censusindia.gov.in,census,0.98,exact_label,lexical
censusindia-auth.gov.in,census,0.98,exact_label,lexical
cl0ud.gov.in,nic,0.98,exact_label,lexical
login-cloud.gov.in,nic,0.98,exact_label,lexical
cloud-login.gov.in,nic,0.98,exact_label,lexical
secure-cloud.gov.in,nic,0.98,exact_label,lexical
cloud-secure.gov.in,nic,0.98,exact_label,lexical
verify-cloud.gov.in,nic,0.98,exact_label,lexical
cloud-verify.gov.in,nic,0.98,exact_label,lexical
portal-cloud.gov.in,nic,0.98,exact_label,lexical
cloud-portal.gov.in,nic,0.98,exact_label,lexical
auth-cloud.gov.in,nic,0.98,exact_label,lexical
cloud-auth.gov.in,nic,0.98,exact_label,lexical
c0alindia.in,coalindia,0.98,exact_label,lexical
co4lindia.in,coalindia,0.85,typo,lexical
coal1ndia.in,coalindia,0.98,exact_label,lexical
coallndia.in,coalindia,0.98,exact_label,lexical
coalind1a.in,coalindia,0.98,exact_label,lexical
coalindla.in,coalindia,0.98,exact_label,lexical
coalindi4.in,coalindia,0.85,typo,lexical
login-coalindia.in,coalindia,0.98,exact_label,lexical
coalindia-login.in,coalindia,0.98,exact_label,lexical
secure-coalindia.in,coalindia,0.98,exact_label,lexical
coalindia-secure.in,coalindia,0.98,exact_label,lexical
verify-coalindia.in,coalindia,0.98,exact_label,lexical
coalindia-verify.in,coalindia,0.98,exact_label,lexical
portal-coalindia.in,coalindia,0.98,exact_label,lexical
coalindia-portal.in,coalindia,0.98,exact_label,lexical
auth-coalindia.in,coalindia,0.98,exact_label,lexical
coalindia-auth.in,coalindia,0.98,exact_label,lexical
c0alindiatenders.nic.in,coalindia,0.95,combined,lexical
co4lindiatenders.nic.in,nic,0.98,exact_label,lexical
coal1ndiatenders.nic.in,coalindia,0.95,combined,lexical
coallndiatenders.nic.in,coalindia,0.95,combined,lexical
coalind1atenders.nic.in,coalindia,0.95,combined,lexical
coalindlatenders.nic.in,coalindia,0.95,combined,lexical
coalindi4tenders.nic.in,nic,0.98,exact_label,lexical
coalindiat3nders.nic.in,coalindia,0.95,combined,lexical
coalindiatend3rs.nic.in,coalindia,0.95,combined,lexical
coalindiatender5.nic.in,coalindia,0.95,combined,lexical
login-coalindiatenders.nic.in,coalindia,0.95,combined,lexical
coalindiatenders-login.nic.in,coalindia,0.95,combined,lexical
secure-coalindiatenders.nic.in,coalindia,0.95,combined,lexical
coalindiatenders-secure.nic.in,coalindia,0.95,combined,lexical
verify-coalindiatenders.nic.in,coalindia,0.95,combined,lexical
coalindiatenders-verify.nic.in,coalindia,0.95,combined,lexical
portal-coalindiatenders.nic.in,coalindia,0.95,combined,lexical
coalindiatenders-portal.nic.in,coalindia,0.95,combined,lexical
auth-coalindiatenders.nic.in,coalindia,0.95,combined,lexical
coalindiatenders-auth.nic.in,coalindia,0.95,combined,lexical
login-tdscpc.gov.in,tdscpc,0.98,exact_label,lexical
tdscpc-login.gov.in,tdscpc,0.98,exact_label,lexical
secure-tdscpc.gov.in,tdscpc,0.98,exact_label,lexical
tdscpc-secure.gov.in,tdscpc,0.98,exact_label,lexical
verify-tdscpc.gov.in,tdscpc,0.98,exact_label,lexical
tdscpc-verify.gov.in,tdscpc,0.98,exact_label,lexical
portal-tdscpc.gov.in,tdscpc,0.98,exact_label,lexical
tdscpc-portal.gov.in,tdscpc,0.98,exact_label,lexical
auth-tdscpc.gov.in,tdscpc,0.98,exact_label,lexical
tdscpc-auth.gov.in,tdscpc,0.98,exact_label,lexical
0nlinesbi.sbi,sbi,0.98,exact_label,lexical
onl1nesbi.sbi,sbi,0.98,exact_label,lexical
onllnesbi.sbi,sbi,0.98,exact_label,lexical
onlin3sbi.sbi,sbi,0.98,exact_label,lexical
online5bi.sbi,sbi,0.98,exact_label,lexical
onlinesb1.sbi,sbi,0.98,exact_label,lexical
onlinesbl.sbi,sbi,0.98,exact_label,lexical
login-onlinesbi.sbi,sbi,0.98,exact_label,lexical
onlinesbi-login.sbi,sbi,0.98,exact_label,lexical
secure-onlinesbi.sbi,sbi,0.98,exact_label,lexical
onlinesbi-secure.sbi,sbi,0.98,exact_label,lexical
verify-onlinesbi.sbi,sbi,0.98,exact_label,lexical
onlinesbi-verify.sbi,sbi,0.98,exact_label,lexical
portal-onlinesbi.sbi,sbi,0.98,exact_label,lexical
onlinesbi-portal.sbi,sbi,0.98,exact_label,lexical
auth-onlinesbi.sbi,sbi,0.98,exact_label,lexical
onlinesbi-auth.sbi,sbi,0.98,exact_label,lexical
ec1.gov.in,eci,0.98,exact_label,lexical
ecl.gov.in,eci,0.98,exact_label,lexical
login-eci.gov.in,eci,0.98,exact_label,lexical
eci-login.gov.in,eci,0.98,exact_label,lexical
secure-eci.gov.in,eci,0.98,exact_label,lexical
eci-secure.gov.in,eci,0.98,exact_label,lexical
verify-eci.gov.in,eci,0.98,exact_label,lexical
eci-verify.gov.in,eci,0.98,exact_label,lexical
portal-eci.gov.in,eci,0.98,exact_label,lexical
eci-portal.gov.in,eci,0.98,exact_label,lexical
auth-eci.gov.in,eci,0.98,exact_label,lexical
eci-auth.gov.in,eci,0.98,exact_label,lexical
login-hdfc.com,hdfc,0.98,exact_label,lexical
hdfc-login.com,hdfc,0.98,exact_label,lexical
secure-hdfc.com,hdfc,0.98,exact_label,lexical
hdfc-secure.com,hdfc,0.98,exact_label,lexical
verify-hdfc.com,hdfc,0.98,exact_label,lexical
hdfc-verify.com,hdfc,0.98,exact_label,lexical
portal-hdfc.com,hdfc,0.98,exact_label,lexical
hdfc-portal.com,hdfc,0.98,exact_label,lexical
auth-hdfc.com,hdfc,0.98,exact_label,lexical
hdfc-auth.com,hdfc,0.98,exact_label,lexical
login-hdfcfund.com,hdfc,0.98,exact_label,lexical
hdfcfund-login.com,hdfc,0.98,exact_label,lexical
secure-hdfcfund.com,hdfc,0.98,exact_label,lexical
hdfcfund-secure.com,hdfc,0.98,exact_label,lexical
verify-hdfcfund.com,hdfc,0.98,exact_label,lexical
hdfcfund-verify.com,hdfc,0.98,exact_label,lexical
portal-hdfcfund.com,hdfc,0.98,exact_label,lexical
hdfcfund-portal.com,hdfc,0.98,exact_label,lexical
auth-hdfcfund.com,hdfc,0.98,exact_label,lexical
hdfcfund-auth.com,hdfc,0.98,exact_label,lexical
hdfcl1fe.com,hdfc,0.98,exact_label,lexical
hdfcllfe.com,hdfc,0.98,exact_label,lexical
hdfclif3.com,hdfc,0.93,prefix_suffix,lexical
login-hdfclife.com,hdfc,0.98,exact_label,lexical
hdfclife-login.com,hdfc,0.98,exact_label,lexical
secure-hdfclife.com,hdfc,0.98,exact_label,lexical
hdfclife-secure.com,hdfc,0.98,exact_label,lexical
verify-hdfclife.com,hdfc,0.98,exact_label,lexical
hdfclife-verify.com,hdfc,0.98,exact_label,lexical
portal-hdfclife.com,hdfc,0.98,exact_label,lexical
hdfclife-portal.com,hdfc,0.98,exact_label,lexical
auth-hdfclife.com,hdfc,0.98,exact_label,lexical
hdfclife-auth.com,hdfc,0.98,exact_label,lexical
h0meloans.sbi,sbi,0.98,exact_label,lexical
hom3loans.sbi,sbi,0.98,exact_label,lexical
homel0ans.sbi,sbi,0.98,exact_label,lexical
homelo4ns.sbi,sbi,0.98,exact_label,lexical
homeloan5.sbi,sbi,0.98,exact_label,lexical
login-homeloans.sbi,sbi,0.98,exact_label,lexical
homeloans-login.sbi,sbi,0.98,exact_label,lexical
secure-homeloans.sbi,sbi,0.98,exact_label,lexical
homeloans-secure.sbi,sbi,0.98,exact_label,lexical
verify-homeloans.sbi,sbi,0.98,exact_label,lexical
homeloans-verify.sbi,sbi,0.98,exact_label,lexical
portal-homeloans.sbi,sbi,0.98,exact_label,lexical
homeloans-portal.sbi,sbi,0.98,exact_label,lexical
auth-homeloans.sbi,sbi,0.98,exact_label,lexical
homeloans-auth.sbi,sbi,0.98,exact_label,lexical
1cicicareers.com,icici,0.98,exact_label,lexical
lcicicareers.com,icici,0.98,exact_label,lexical
ic1cicareers.com,icici,0.98,exact_label,lexical
iclcicareers.com,icici,0.98,exact_label,lexical
icic1careers.com,icici,0.98,exact_label,lexical
iciclcareers.com,icici,0.98,exact_label,lexical
icicic4reers.com,icici,0.93,prefix_suffix,lexical
icicicar3ers.com,icici,0.93,prefix_suffix,lexical
icicicare3rs.com,icici,0.93,prefix_suffix,lexical
icicicareer5.com,icici,0.93,prefix_suffix,lexical
login-icicicareers.com,icici,0.98,exact_label,lexical
icicicareers-login.com,icici,0.98,exact_label,lexical
secure-icicicareers.com,icici,0.98,exact_label,lexical
icicicareers-secure.com,icici,0.98,exact_label,lexical
verify-icicicareers.com,icici,0.98,exact_label,lexical
icicicareers-verify.com,icici,0.98,exact_label,lexical
portal-icicicareers.com,icici,0.98,exact_label,lexical
icicicareers-portal.com,icici,0.98,exact_label,lexical
auth-icicicareers.com,icici,0.98,exact_label,lexical
icicicareers-auth.com,icici,0.98,exact_label,lexical
1cicidirect.com,icici,0.98,exact_label,lexical
lcicidirect.com,icici,0.98,exact_label,lexical
ic1cidirect.com,icici,0.98,exact_label,lexical
iclcidirect.com,icici,0.98,exact_label,lexical
icic1direct.com,icici,0.98,exact_label,lexical
icicldirect.com,icici,0.98,exact_label,lexical
icicid1rect.com,icici,0.98,exact_label,lexical
icicidlrect.com,icici,0.98,exact_label,lexical
icicidir3ct.com,icici,0.93,prefix_suffix,lexical
login-icicidirect.com,icici,0.98,exact_label,lexical
icicidirect-login.com,icici,0.98,exact_label,lexical
secure-icicidirect.com,icici,0.98,exact_label,lexical
icicidirect-secure.com,icici,0.98,exact_label,lexical
verify-icicidirect.com,icici,0.98,exact_label,lexical
icicidirect-verify.com,icici,0.98,exact_label,lexical
portal-icicidirect.com,icici,0.98,exact_label,lexical
icicidirect-portal.com,icici,0.98,exact_label,lexical
auth-icicidirect.com,icici,0.98,exact_label,lexical
icicidirect-auth.com,icici,0.98,exact_label,lexical
1cicilombard.com,icici,0.98,exact_label,lexical
lcicilombard.com,icici,0.98,exact_label,lexical
ic1cilombard.com,icici,0.98,exact_label,lexical
iclcilombard.com,icici,0.98,exact_label,lexical
icic1lombard.com,icici,0.98,exact_label,lexical
icicllombard.com,icici,0.98,exact_label,lexical
icicil0mbard.com,icici,0.98,exact_label,lexical
icicilomb4rd.com,icici,0.93,prefix_suffix,lexical
login-icicilombard.com,icici,0.98,exact_label,lexical
icicilombard-login.com,icici,0.98,exact_label,lexical
secure-icicilombard.com,icici,0.98,exact_label,lexical
icicilombard-secure.com,icici,0.98,exact_label,lexical
verify-icicilombard.com,icici,0.98,exact_label,lexical
icicilombard-verify.com,icici,0.98,exact_label,lexical
portal-icicilombard.com,icici,0.98,exact_label,lexical
icicilombard-portal.com,icici,0.98,exact_label,lexical
auth-icicilombard.com,icici,0.98,exact_label,lexical
icicilombard-auth.com,icici,0.98,exact_label,lexical
1ciciprulife.com,icici,0.98,exact_label,lexical
lciciprulife.com,icici,0.98,exact_label,lexical
ic1ciprulife.com,icici,0.98,exact_label,lexical
iclciprulife.com,icici,0.98,exact_label,lexical
icic1prulife.com,icici,0.98,exact_label,lexical
iciclprulife.com,icici,0.98,exact_label,lexical
iciciprul1fe.com,icici,0.98,exact_label,lexical
iciciprullfe.com,icici,0.98,exact_label,lexical
iciciprulif3.com,icici,0.93,prefix_suffix,lexical
login-iciciprulife.com,icici,0.98,exact_label,lexical
iciciprulife-login.com,icici,0.98,exact_label,lexical
secure-iciciprulife.com,icici,0.98,exact_label,lexical
iciciprulife-secure.com,icici,0.98,exact_label,lexical
verify-iciciprulife.com,icici,0.98,exact_label,lexical
iciciprulife-verify.com,icici,0.98,exact_label,lexical
portal-iciciprulife.com,icici,0.98,exact_label,lexical
iciciprulife-portal.com,icici,0.98,exact_label,lexical
auth-iciciprulife.com,icici,0.98,exact_label,lexical
iciciprulife-auth.com,icici,0.98,exact_label,lexical
1cicisecurities.com,icici,0.98,exact_label,lexical
lcicisecurities.com,icici,0.98,exact_label,lexical
ic1cisecurities.com,icici,0.98,exact_label,lexical
iclcisecurities.com,icici,0.98,exact_label,lexical
icic1securities.com,icici,0.98,exact_label,lexical
iciclsecurities.com,icici,0.98,exact_label,lexical
icici5ecurities.com,icici,0.93,prefix_suffix,lexical
icicis3curities.com,icici,0.93,prefix_suffix,lexical
icicisecur1ties.com,icici,0.98,exact_label,lexical
icicisecurlties.com,icici,0.98,exact_label,lexical
icicisecurit1es.com,icici,0.98,exact_label,lexical
icicisecuritles.com,icici,0.98,exact_label,lexical
icicisecuriti3s.com,icici,0.93,prefix_suffix,lexical
icicisecuritie5.com,icici,0.93,prefix_suffix,lexical
login-icicisecurities.com,icici,0.98,exact_label,lexical
icicisecurities-login.com,icici,0.98,exact_label,lexical
