url,domain,target_brand_domain,critical_sector_entity_name,source_label,source_file,source_row,having_ip,have_at_symbol,url_length,url_depth,redirection,http_domain,tiny_url,prefix_suffix,digit_count,special_char_count,entropy,lexical_similarity_score,min_edit_distance_to_brand_domain,homoglyph_similarity_score,brand_token_in_subdomain,brand_token_in_path,brand_not_in_registered_domain,subdomain_depth,matched_brand_domain,registered_domain,dns_check_pass,dns_resolves_to_ip,resolved_ips,cname_exists,cname_chain_length,nameserver_reputation_score,passive_dns_first_seen_days,domain_age_days,domain_expiry_days,registrar_reputation_score,asn_reputation_score,ip_seen_with_many_brands,https_enabled,ssl_valid,cert_age_days,ct_log_first_seen_days,url_fetch_success,page_fetch_success,redirect_count,redirect_cross_domain_count,page_render_success,has_login_form,has_password_input,form_action_external,brand_token_or_logo_present,logo_detected,logo_brand_matches_target_brand,logo_brand_domain_mismatch,visual_brand_domain_mismatch,favicon_hash,favicon_similarity_score,logo_hash,logo_similarity_score,html_dom_hash,html_dom_similarity_score,same_html_hash_domain_count_7d,fetch_status_code,fetch_error,dns_error,tls_error,dns_status,http_status,tls_status,page_status,nameservers,registrant_name,registrar_name,hosting_isp,hosting_country,registrant_country,rdap_status,whois_status,extraction_status,high_lexical_similarity,no_login_form,no_brand_visual_claim,suspected_inactive,suspected_active_infra,suspected_active_no_phish_evidence,phishing,phishing_campaign,validation_status,validation_reason,label_conflict,include_in_ml,label
http://iclcibank.com,iclcibank.com,icici.bank.in,ICICI Bank,unlabeled,main_detector_targets,0,0,0,20,0,0,0,0,0,0,0,3.784183719779189,0.923077,1,0.923077,0,0,1,0,infiniti.icicibank.com,iclcibank.com,1,1,69.64.147.244,0,0,6,-1,7979,56,6,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,,0.0,0,0,TimeoutError,,TimeoutError,success,error,error,empty,ns.pugmarks.com;ns1.pugmarks.com,,PDR Ltd. d/b/a PublicDomainRegistry.com,,,,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
http://icic1bank.com,icic1bank.com,icici.bank.in,ICICI Bank,unlabeled,main_detector_targets,0,0,0,20,0,0,0,0,0,1,0,3.784183719779189,0.923077,1,0.923077,0,0,1,0,infiniti.icicibank.com,icic1bank.com,1,1,69.64.147.244,0,0,6,-1,7979,56,6,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,,0.0,0,0,TimeoutError,,TimeoutError,success,error,error,empty,ns.pugmarks.com;ns1.pugmarks.com,,PDR Ltd. d/b/a PublicDomainRegistry.com,,,,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
http://iciclbank.com,iciclbank.com,icici.bank.in,ICICI Bank,unlabeled,main_detector_targets,0,0,0,20,0,0,0,0,0,0,0,3.784183719779189,0.923077,1,0.923077,0,0,1,0,infiniti.icicibank.com,iciclbank.com,1,1,69.64.147.244,0,0,6,-1,7979,56,6,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,,0.0,0,0,TimeoutError,,TimeoutError,success,error,error,empty,ns.pugmarks.com;ns1.pugmarks.com,,PDR Ltd. d/b/a PublicDomainRegistry.com,,,,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
http://locl.com,locl.com,indianoilcgd.com,Indian Oil Corporation Limited (IOCL),unlabeled,main_detector_targets,0,0,0,15,0,0,0,0,0,0,0,3.240223928941852,0.875,1,0.875,0,0,1,0,iocl.com,locl.com,1,1,199.36.158.100,0,0,6,-1,9640,222,8,8,1,1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,86663b99e46c9366,0.0,,0.0,96e9c608af6653b5,0.5469,1,403,,,SSLCertVerificationError,success,http_403,invalid,success,ns25.domaincontrol.com;ns26.domaincontrol.com,,"GoDaddy.com, LLC",Google LLC,,,success,skipped,partial,1,0,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
http://j1o.com,j1o.com,jio.com,Jio,unlabeled,main_detector_targets,0,0,0,14,0,0,0,0,0,1,0,3.378783493486176,0.857143,1,0.857143,0,0,1,0,jio.com,j1o.com,1,1,64.190.63.222,0,0,4,-1,7541,129,8,6,1,1,1,22,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,,0.0,0,436,,,,success,http_436,success,empty,ns1.sedoparking.com;ns2.sedoparking.com,,GoDaddy Online Services Cayman Islands Ltd.,IX1-MNT,,,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
http://jlo.com,jlo.com,jio.com,Jio,unlabeled,main_detector_targets,0,0,0,14,0,0,0,0,0,0,0,3.378783493486176,0.857143,1,0.857143,0,0,1,0,jio.com,jlo.com,1,1,162.255.119.28,0,0,6,-1,11119,1664,4,-1,0,0,0,-1,-1,1,1,2,1,1,0,0,0,0,0,0,0,0,,0.0,,0.0,88c46edf388402f9,0.5469,1,200,,,TimeoutError,success,success,error,success,dns1.registrar-servers.com;dns2.registrar-servers.com,,"NameCheap, Inc.",,,,success,skipped,partial,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0
http://ji0.com,ji0.com,jio.com,Jio,unlabeled,main_detector_targets,0,0,0,14,0,0,0,0,0,1,0,3.5216406363433186,0.857143,0,1.0,0,0,1,0,jio.com,ji0.com,1,1,104.160.190.60,0,0,6,-1,7968,432,6,-1,0,0,0,-1,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0.0,,0.0,c4bf750dd3f0f390,0.4844,1,200,,,ConnectionRefusedError,success,success,error,success,ns1.ename.net;ns2.ename.net,,"eName Technology Co., Ltd.",,,,success,skipped,partial,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0
http://bank0fbaroda.com,bank0fbaroda.com,bankofbaroda.bank.in,Bank of Baroda,unlabeled,main_detector_targets,0,0,0,23,0,0,0,0,0,1,0,3.9690016298759927,0.9375,0,1.0,0,0,0,0,onlinecasa.bankofbaroda.com,bank0fbaroda.com,1,1,13.248.243.5,0,0,6,-1,103,262,8,-1,0,1,1,42,-1,1,1,1,0,1,1,0,0,1,0,0,1,1,969738de61618667,0.7188,,0.0,36df8b8e0c2d37b5,0.6094,1,200,,,,success,success,success,success,ns35.domaincontrol.com;ns36.domaincontrol.com,,"GoDaddy.com, LLC",,,,success,skipped,complete,1,0,0,0,0,0,1,0,phishing,visual brand match on unauthorized domain,0,1,1
http://sbl.co.in,sbl.co.in,corp.onlinesbi.sbi,State Bank of India (SBI),unlabeled,main_detector_targets,0,0,0,16,0,0,0,0,0,0,0,3.625,0.888889,1,0.888889,0,0,1,0,sbi.co.in,sbl.co.in,1,1,54.195.35.206,0,0,6,-1,5464,380,6,-1,0,1,1,47,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,,0.0,,0.0,00fd90835fe24224,0.6094,1,403,,,,success,http_403,success,success,ns1.daaz.org;ns2.daaz.org,,Above.com Pty Ltd,,,,success,skipped,partial,1,1,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
https://virus-control.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,virus-control.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,90,4,0,0,0,1,29,5,5.120484451856765,0.56,3,0.56,0,0,1,0,iocl.com,virus-control.com,1,1,34.194.247.17,0,0,8,-1,6714,226,8,8,0,1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,86663b99e46c9366,0.5312,,0.0,9679c60cad473bbf,0.5938,220,403,,,SSLCertVerificationError,success,http_403,invalid,success,ns-1014.awsdns-62.net;ns-1447.awsdns-52.org;ns-1866.awsdns-41.co.uk;ns-466.awsdns-58.com,,MarkMonitor Inc.,Amazon Technologies Inc.,,,success,skipped,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0
https://www.a365.vip/,a365.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,21,1,0,0,0,0,3,0,3.6537567082870015,0.444444,3,0.444444,0,0,1,0,nha.gov.in,a365.vip,1,1,20.2.172.139,0,0,6,-1,3640,377,6,8,0,1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,86663b99e46c9366,0.5312,,0.0,9679c60cad473bbf,0.5938,220,403,,,SSLCertVerificationError,success,http_403,invalid,success,ns1.dns.com;ns2.dns.com,,"Name.com, Inc.",Microsoft Corporation,,,success,skipped,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0
https://gov-xvi.help/,gov-xvi.help,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,21,1,0,0,0,1,0,1,3.7849418274376427,0.4,2,0.4,0,0,1,0,myvi.in,gov-xvi.help,1,1,47.84.73.64,0,0,6,-1,14,351,4,6,0,1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,86663b99e46c9366,0.5312,,0.0,9679c60cad473bbf,0.4844,220,403,,,SSLCertVerificationError,success,http_403,invalid,success,ns1.dyna-ns.net;ns2.dyna-ns.net,,Dynadot LLC,Alibaba Cloud LLC,,,success,skipped,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0
https://oklahoma.gov-xvi.help/,oklahoma.gov-xvi.help,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,30,1,0,0,0,1,0,1,4.031401845392172,0.4,2,0.4,0,0,1,1,myvi.in,gov-xvi.help,1,1,47.84.73.64,0,0,6,-1,14,351,4,6,0,1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,86663b99e46c9366,0.5312,,0.0,9679c60cad473bbf,0.4844,220,403,,,SSLCertVerificationError,success,http_403,invalid,success,ns1.dyna-ns.net;ns2.dyna-ns.net,,Dynadot LLC,Alibaba Cloud LLC,,,success,skipped,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0
https://bdo-vipi1.com/ph,bdo-vipi1.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,24,1,0,0,0,1,1,1,3.855388542207534,0.56,3,0.56,0,0,1,0,bseindia.com,bdo-vipi1.com,1,1,8.212.157.22,0,0,6,-1,4,361,6,6,0,1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,86663b99e46c9366,0.5312,,0.0,9679c60cad473bbf,0.5156,220,403,,,SSLCertVerificationError,success,http_403,invalid,success,ns7.alidns.com;ns8.alidns.com,,Dominet (HK) Limited,IRT-ASEPL-SG,,,success,skipped,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0
http://bdo-vipi1.com/ph,bdo-vipi1.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,23,1,0,0,0,1,1,1,3.7622673906514943,0.56,3,0.56,0,0,1,0,bseindia.com,bdo-vipi1.com,1,1,8.212.157.22,0,0,6,-1,4,361,6,6,0,1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,86663b99e46c9366,0.5312,,0.0,9679c60cad473bbf,0.5156,220,403,,,SSLCertVerificationError,success,http_403,invalid,success,ns7.alidns.com;ns8.alidns.com,,Dominet (HK) Limited,IRT-ASEPL-SG,,,success,skipped,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0
https://pnbmetlifepunjab-lab.github.io/pnbmetlifep/,pnbmetlifepunjab-lab.github.io,netpnb.com,Punjab National Bank (PNB),unlabeled,main_detector_targets,0,0,0,51,2,0,0,0,1,0,1,4.097156784566841,0.85,0,0.85,1,1,1,1,netpnb.com,github.io,1,1,185.199.110.153,0,0,8,-1,4806,307,8,6,0,1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,86663b99e46c9366,0.4375,,0.0,9679c60cad473bbf,0.5781,220,403,,,SSLCertVerificationError,success,http_403,invalid,success,dns1.p05.nsone.net;dns2.p05.nsone.net;dns3.p05.nsone.net;ns-1622.awsdns-10.co.uk;ns-692.awsdns-22.net,"GitHub, Inc.","MarkMonitor, Inc.",GitHub Admin,,,unavailable,success,partial,1,0,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
https://e-stat.dcch5jvl.shop/,e-stat.dcch5jvl.shop,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,29,1,0,0,0,1,1,1,3.8833374604210062,0.428571,3,0.428571,0,0,1,1,contents.tdscpc.gov.in,dcch5jvl.shop,1,1,104.21.50.28,0,0,8,-1,336,29,8,8,0,1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,86663b99e46c9366,0.5312,,0.0,9679c60cad473bbf,0.4844,220,403,,,SSLCertVerificationError,success,http_403,invalid,success,kia.ns.cloudflare.com;rudy.ns.cloudflare.com,,GoDaddy.com LLC,"Cloudflare, Inc.",,,success,skipped,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0
https://viewsuite-en.wixstudio.com/en-suite,viewsuite-en.wixstudio.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,43,1,0,0,0,1,0,2,3.9765276284779727,0.6,1,0.6,0,0,1,1,jio.com,wixstudio.com,1,1,34.144.206.118,0,0,6,-1,3426,591,8,-1,1,1,1,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,29a225da0fc99075,0.4688,3,404,,,,success,http_404,success,success,dns1.p08.nsone.net;dns2.p08.nsone.net;dns3.p08.nsone.net;dns4.p08.nsone.net,,"GoDaddy.com, LLC",,,,success,skipped,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0
https://viewsuite-en.wixstudio.com/suite,viewsuite-en.wixstudio.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,40,1,0,0,0,1,0,1,3.9537016960573483,0.6,1,0.6,0,0,1,1,jio.com,wixstudio.com,1,1,34.144.206.118,0,0,6,-1,3426,591,8,-1,1,1,1,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,29a225da0fc99075,0.4688,3,404,,,,success,http_404,success,success,dns1.p08.nsone.net;dns2.p08.nsone.net;dns3.p08.nsone.net;dns4.p08.nsone.net,,"GoDaddy.com, LLC",,,,success,skipped,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0
https://viewsuite-en.wixstudio.com/en-us,viewsuite-en.wixstudio.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,40,1,0,0,0,1,0,2,4.034183719779189,0.6,1,0.6,0,0,1,1,jio.com,wixstudio.com,1,1,34.144.206.118,0,0,6,-1,3426,591,8,-1,1,1,1,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,29a225da0fc99075,0.4688,3,404,,,,success,http_404,success,success,dns1.p08.nsone.net;dns2.p08.nsone.net;dns3.p08.nsone.net;dns4.p08.nsone.net,,"GoDaddy.com, LLC",,,,success,skipped,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0
https://forms.visme.co/fv/j0nrzdxq-x06pp0,forms.visme.co,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,41,2,0,0,0,0,4,1,4.424267553240269,0.666667,3,0.666667,0,0,1,1,axismf.com,visme.co,1,1,172.67.74.210,0,0,8,-1,4505,607,8,-1,0,1,1,58,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,cecc3931333264e7,0.5,,0.0,823a0b5febcf4bf7,0.5469,1,403,,,,success,http_403,success,success,chad.ns.cloudflare.com;marjory.ns.cloudflare.com,,"GoDaddy.com, LLC",,,,unavailable,success,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0
https://viuasortemaiis.vercel.app/,viuasortemaiis.vercel.app,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,34,1,0,0,0,0,0,0,3.932044826099037,0.5,3,0.5,0,0,1,1,airtel.in,vercel.app,1,1,64.29.17.3,0,0,6,-1,2289,3555,8,6,0,1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,86663b99e46c9366,0.5312,,0.0,9679c60cad473bbf,0.4844,220,403,,,SSLCertVerificationError,success,http_403,invalid,success,ns1.vercel-dns-3.com;ns2.vercel-dns-3.com;ns3.vercel-dns-3.com;ns4.vercel-dns-3.com,,Tucows Domains Inc,"Vercel, Inc",,,success,skipped,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0
https://viewdocumentss.weebly.com/,viewdocumentss.weebly.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,34,1,0,0,0,0,0,0,4.13850217929474,0.6,3,0.6,0,0,1,1,netpnb.com,weebly.com,1,1,74.115.51.9,0,0,8,-1,7342,327,8,6,1,1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,86663b99e46c9366,0.5312,,0.0,9679c60cad473bbf,0.5781,220,403,,,SSLCertVerificationError,success,http_403,invalid,success,ns-123.awsdns-15.com;ns-1500.awsdns-59.org;ns-1797.awsdns-32.co.uk;ns-646.awsdns-16.net,,MarkMonitor Inc.,"Weebly, Inc.",,,success,skipped,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0
https://visual-designer-564636.framer.app/,visual-designer-564636.framer.app,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,42,1,0,0,0,1,6,2,4.409359981941992,0.4,2,0.4,0,0,1,1,abdm.gov.in,framer.app,1,1,31.43.160.6,0,0,8,-1,2041,150,8,-1,1,1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,86663b99e46c9366,0.5312,,0.0,9679c60cad473bbf,0.5312,220,403,,,SSLCertVerificationError,success,http_403,invalid,success,ns-1371.awsdns-43.org;ns-2002.awsdns-58.co.uk;ns-51.awsdns-06.com;ns-625.awsdns-14.net,,"CSC Corporate Domains, Inc.",,,,success,skipped,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0
https://citysidemedicalclinic.com/,citysidemedicalclinic.com,accounts.mgovcloud.in,National Informatics Centre (NIC),unlabeled,main_detector_targets,0,0,0,34,1,0,0,0,0,0,0,3.8307259014503234,0.85,0,0.85,0,0,0,0,accounts.mgovcloud.in,citysidemedicalclinic.com,1,1,91.92.243.16,0,0,6,-1,182,183,4,-1,0,1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,86663b99e46c9366,0.0,,0.0,9679c60cad473bbf,0.4375,220,403,,,SSLCertVerificationError,success,http_403,invalid,success,dns1.registrar-servers.com;dns2.registrar-servers.com,,"NameCheap, Inc.",,,,success,skipped,partial,1,0,1,0,1,0,0,0,suspected_active_infra,DNS active but page fetch failed,0,1,0
