url,domain,target_brand_domain,critical_sector_entity_name,source_label,source_file,source_row,having_ip,have_at_symbol,url_length,url_depth,redirection,http_domain,tiny_url,prefix_suffix,digit_count,special_char_count,entropy,lexical_similarity_score,min_edit_distance_to_brand_domain,homoglyph_similarity_score,brand_token_in_subdomain,brand_token_in_path,brand_not_in_registered_domain,subdomain_depth,matched_brand_domain,registered_domain,dns_check_pass,dns_resolves_to_ip,resolved_ips,cname_exists,cname_chain_length,nameserver_reputation_score,passive_dns_first_seen_days,domain_age_days,domain_expiry_days,registrar_reputation_score,asn_reputation_score,ip_seen_with_many_brands,https_enabled,ssl_valid,cert_age_days,ct_log_first_seen_days,url_fetch_success,page_fetch_success,redirect_count,redirect_cross_domain_count,page_render_success,has_login_form,has_password_input,form_action_external,brand_token_or_logo_present,logo_detected,logo_brand_matches_target_brand,logo_brand_domain_mismatch,visual_brand_domain_mismatch,favicon_hash,favicon_hash_matches_target_brand,favicon_hash_matches_known_phish,html_dom_hash,html_dom_hash_matches_known_phish,same_html_hash_domain_count_7d,fetch_status_code,fetch_error,dns_error,tls_error,dns_status,http_status,tls_status,page_status,nameservers,registrant_name,registrar_name,hosting_isp,hosting_country,registrant_country,rdap_status,whois_status,extraction_status,high_lexical_similarity,no_login_form,no_brand_visual_claim,suspected_inactive,suspected_active_infra,suspected_active_no_phish_evidence,phishing,phishing_campaign,validation_status,validation_reason,label_conflict,include_in_ml,label,standard_score,standard_threshold,standard_prediction,hardened_score,hardened_threshold,hardened_prediction,final_classification,classification_confidence,recommended_action,classification_reason
http://vinylbargainbox.com,vinylbargainbox.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,26,0,0,0,0,0,0,0,4.161978179679554,0.571429,3,0.571429,0,0,1,0,canararobeco.com,vinylbargainbox.com,1,1,104.21.76.187,0,0,8,-1,26,339,4,8,0,1,1,26,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,ecc187989b0fe90e,0,0,,0,0,0,TimeoutError,,,success,error,success,empty,magnolia.ns.cloudflare.com;uriah.ns.cloudflare.com,,"Spaceship, Inc.","Cloudflare, Inc.",,,success,skipped,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.17594267535258976,0.825,0,0.9862114014251782,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://virginionastri.com,virginionastri.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,25,0,0,0,0,0,0,0,3.813660689688186,0.666667,2,0.666667,0,0,1,0,airindia.com,virginionastri.com,1,1,185.2.5.47,0,0,6,-1,9525,336,6,-1,0,1,1,76,-1,1,1,2,0,1,0,0,0,0,0,0,0,0,,0,0,c9cdad2d19fe7334,0,1,200,,,,success,success,success,success,ns1.register.it;ns2.register.it,,Register SPA,,,,success,skipped,complete,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.26671446122984765,0.825,0,0.9867267152549469,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://joya9-vip.net,joya9-vip.net,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,20,0,0,0,0,1,1,1,3.884183719779189,0.5,2,0.5,0,0,1,0,myvi.in,joya9-vip.net,1,1,172.67.164.235,0,0,8,-1,27,338,4,-1,0,1,1,25,-1,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,0,2ccfec3d788c3d21,0,1,200,,,,success,success,success,success,chad.ns.cloudflare.com;ophelia.ns.cloudflare.com,,Dynadot Inc,,,,success,skipped,complete,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.36408832337836655,0.825,0,0.991467492921946,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://notaryllawmax.vip,notaryllawmax.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,24,0,0,0,0,0,0,0,3.938721875540868,0.484848,3,0.484848,0,0,1,0,incometax.gov.in,notaryllawmax.vip,1,1,185.53.179.128,0,0,6,-1,26,339,4,6,1,1,1,22,-1,1,1,0,0,1,0,0,0,0,1,0,0,0,,0,0,941fe9f178a04790,0,1,200,,,,success,success,success,success,ns1.dyna-ns.net;ns2.dyna-ns.net,,Dynadot Inc,Andreas Lunz,,,success,skipped,complete,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.20337875242127088,0.825,0,0.981467492921946,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://4zyfv1.top,4zyfv1.top,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,17,0,0,0,0,0,2,0,3.572469458770136,0.4,3,0.4,0,0,1,0,myvi.in,4zyfv1.top,1,1,128.14.74.107,0,0,6,-1,392,338,6,-1,1,0,0,-1,-1,1,1,1,0,1,1,0,1,0,0,0,0,0,,0,0,a61db4d4b84937c0,0,38,200,,,TimeoutError,success,success,error,success,ns1-domain-expired.myhostadmin.net;ns2-domain-expired.myhostadmin.net,,西部数码国际有限公司,,,,success,skipped,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.2838422837322212,0.825,0,0.5479939147379662,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://ahurh306.vip,ahurh306.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,19,0,0,0,0,0,3,0,3.6818808028034034,0.428571,3,0.428571,0,0,1,0,parivahan.gov.in,ahurh306.vip,1,1,172.247.188.114,0,0,6,-1,34,331,6,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,c2a3ebc9436c46e4,0,35,530,,,TimeoutError,success,http_530,error,success,a8.share-dns.com;b8.share-dns.net,,Gname.com Pte. Ltd.,,,,success,skipped,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.045,0.825,0,0.2677787563877083,0.5299999999999999,0,low_risk,low,no_phishing_action,both models are below threshold and pipeline status is not suspicious
http://sg688.vip,sg688.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,16,0,0,0,0,0,3,0,3.5,0.434783,3,0.434783,0,0,1,0,ana.crsorgi.gov.in,sg688.vip,1,1,104.21.62.57,0,0,8,-1,34,331,4,8,0,1,1,34,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,200,,,,success,success,success,success,gabriel.ns.cloudflare.com;hazel.ns.cloudflare.com,,Dynadot Inc,"Cloudflare, Inc.",,,success,skipped,complete,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.27837875242127086,0.825,0,0.9862114014251782,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://cloudhqdev1.com,cloudhqdev1.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,22,0,0,0,0,0,1,0,3.913977073182752,0.85,0,0.85,0,0,0,0,cloud.gov.in,cloudhqdev1.com,1,1,172.67.178.193,0,0,8,-1,4776,703,4,-1,0,1,1,25,-1,0,0,1,0,0,1,0,0,1,0,0,1,1,,0,0,c286ed99af320115,0,1,401,,,,success,http_401,success,success,lloyd.ns.cloudflare.com;meg.ns.cloudflare.com,,"NameCheap, Inc.",,,,success,skipped,partial,1,0,0,0,1,0,1,0,phishing,visual brand match on unauthorized domain,0,1,1,0.9583761540955332,0.825,1,1.0,0.5299999999999999,1,confirmed_phishing,high,block_or_escalate_as_phishing,standard model exceeds conservative high-confidence threshold
http://drivewaymechanic.net,drivewaymechanic.net,accounts.mgovcloud.in,National Informatics Centre (NIC),unlabeled,main_detector_targets,0,0,0,27,0,0,0,0,0,0,0,3.9582291686698783,0.85,0,0.85,0,0,0,0,accounts.mgovcloud.in,drivewaymechanic.net,1,1,198.185.159.145,0,0,8,-1,391,339,6,-1,1,1,1,24,-1,1,1,1,0,1,0,0,0,1,0,0,1,1,c0971063bf981f73,0,0,27885d7f15e643e3,0,1,200,,,,success,success,success,success,ns-cloud-b1.googledomains.com;ns-cloud-b2.googledomains.com;ns-cloud-b3.googledomains.com;ns-cloud-b4.googledomains.com,,Squarespace Domains LLC,,,,success,skipped,complete,1,1,0,0,0,0,1,0,phishing,visual brand match on unauthorized domain,0,1,1,1.0,0.825,1,1.0,0.5299999999999999,1,confirmed_phishing,high,block_or_escalate_as_phishing,standard model exceeds conservative high-confidence threshold
http://nv1.biz,nv1.biz,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,14,0,0,0,0,0,1,0,3.5216406363433186,0.470588,2,0.470588,0,0,1,0,nha.gov.in,nv1.biz,1,1,172.67.184.38,0,0,8,-1,33,332,6,-1,0,1,1,33,-1,1,1,1,0,1,0,0,0,1,1,0,1,1,cccc333331cdcc66,0,0,893c8b8aa813f602,0,1,200,,,,success,success,success,success,abby.ns.cloudflare.com;thomas.ns.cloudflare.com,,Hosting Concepts B.V. d/b/a Registrar.eu,,,,success,skipped,complete,0,1,0,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,1.0,0.825,1,0.9867267152549469,0.5299999999999999,1,confirmed_phishing,high,block_or_escalate_as_phishing,standard model exceeds conservative high-confidence threshold
http://rbajee4.vip,rbajee4.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,18,0,0,0,0,0,1,0,3.725480556997868,0.444444,2,0.444444,0,0,1,0,airtelpayments.bank.in,rbajee4.vip,1,1,172.67.199.203,0,0,8,-1,25,340,4,-1,0,1,1,25,-1,1,1,1,0,1,1,0,0,0,1,0,0,0,8f6b14ccd05f4396,0,0,abd721b2b5d4310d,0,1,200,,,,success,success,success,success,chad.ns.cloudflare.com;ophelia.ns.cloudflare.com,,Dynadot Inc,,,,success,skipped,complete,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.5640883233783665,0.825,0,0.991467492921946,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://psoqi.vip,psoqi.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,16,0,0,0,0,0,0,0,3.327819531114783,0.521739,3,0.521739,0,0,1,0,ana.crsorgi.gov.in,psoqi.vip,1,1,141.11.77.10,0,0,8,-1,34,331,6,6,0,1,0,-1,-1,0,0,1,1,0,1,0,1,0,0,0,0,0,86663b99e46c9366,0,0,9679c60cad473bbf,0,106,403,,,SSLCertVerificationError,success,http_403,invalid,success,dell.ns.cloudflare.com;sterling.ns.cloudflare.com,,"NameSilo, LLC",GoMami Networks. LLC,,,success,skipped,partial,0,0,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.33,0.825,0,0.8140040888195966,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://snooze-sack.com,snooze-sack.com,sac.gov.in,Indian Space Research Organisation (ISRO),unlabeled,main_detector_targets,0,0,0,22,0,0,0,0,1,0,1,3.8796640049025934,0.85,0,0.85,0,0,0,0,sac.gov.in,snooze-sack.com,1,1,76.223.67.189,0,0,6,-1,394,336,8,-1,1,1,1,23,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7619719201817c75,0,2223,200,,,,success,success,success,success,ns43.domaincontrol.com;ns44.domaincontrol.com,,"GoDaddy.com, LLC",,,,success,skipped,complete,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,0.023236649929404284,0.825,0,0.9409256055363322,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://inkavi.fr,inkavi.fr,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,16,0,0,0,0,0,0,0,3.625,0.545455,2,0.545455,0,0,1,0,uidai.gov.in,inkavi.fr,1,1,213.255.195.50,0,0,6,-1,26,339,6,-1,0,1,1,26,-1,1,1,0,0,1,0,0,0,0,1,0,0,0,,0,0,dcf3876af1ab0e52,0,1,200,,,,success,success,success,success,ns21.lwsdns.com;ns22.lwsdns.com;ns23.lwsdns.com;ns24.lwsdns.com,Ano Nymous,SAS Ligne Web Services - LWS,,,,success,skipped,complete,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.22100489027275194,0.825,0,0.973927347353323,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://ciemhcavi.online,ciemhcavi.online,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,23,0,0,0,0,0,0,0,3.795088586397732,0.538462,2,0.538462,0,0,1,0,eci.gov.in,ciemhcavi.online,1,1,172.67.179.22,0,0,8,-1,25,340,4,-1,0,1,1,25,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0888e9a1b30cb851,0,19,403,,,,success,http_403,success,success,johnathan.ns.cloudflare.com;leia.ns.cloudflare.com,,"NameCheap, Inc.",,,,success,skipped,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.18378006881205902,0.825,0,0.986467492921946,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://nicecabemanis88.site,nicecabemanis88.site,accounts.mgovcloud.in,National Informatics Centre (NIC),unlabeled,main_detector_targets,0,0,0,27,0,0,0,0,0,2,0,3.782122224145305,0.85,0,0.85,0,0,0,0,accounts.mgovcloud.in,nicecabemanis88.site,1,1,76.223.67.189,0,0,6,-1,391,339,8,-1,1,1,1,14,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,7619719201817c75,0,2223,200,,,,success,success,success,success,ns07.domaincontrol.com;ns08.domaincontrol.com,,"GoDaddy.com, LLC",,,,success,skipped,complete,1,1,1,0,0,1,0,0,suspected_active_no_phish_evidence,active page without login form or brand visual claim,0,1,0,0.018236649929404283,0.825,0,0.9168437500000001,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://aiipznt.vip,aiipznt.vip,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,18,0,0,0,0,0,0,0,3.266332639970623,0.533333,3,0.533333,0,0,1,0,airindia.com,aiipznt.vip,1,1,104.18.26.246,0,0,6,-1,34,331,6,8,1,1,1,34,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,ddbb44ce116644d9,0,0,33e3bcbe3a5fb207,0,1,200,,,,success,success,success,success,ns1.globaldomaingroup.com;ns2.globaldomaingroup.com,,Global Domain Group LLC,"Cloudflare, Inc.",,,success,skipped,complete,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.12221615787838572,0.825,0,0.9192649605689094,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
http://viperworks.com,viperworks.com,myvi.in,Vodafone Idea (VI),unlabeled,main_detector_targets,0,0,0,21,0,0,0,0,0,0,0,3.916126946588284,0.6,2,0.6,0,0,1,0,irctctourism.com,viperworks.com,1,1,13.223.25.84,0,0,6,-1,8061,339,6,-1,1,1,1,35,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,ClientConnectorError,,,success,error,success,empty,nsg1.namebrightdns.com;nsg2.namebrightdns.com,,"TurnCommerce, Inc. DBA NameBright.com",,,,success,skipped,partial,0,1,1,0,0,0,0,0,below_high_lexical_threshold,lexical_similarity_score < 0.75,0,0,0,0.020287820733701632,0.825,0,0.9680450050411703,0.5299999999999999,1,suspicious_needs_review,medium,manual_review_or_monitor,hardened model flags suspicious infrastructure but standard model is below threshold
